period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,nameplate-capacity-mw,nameplate-capacity-mw-units
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,50571,Altamont Gas Recovery,GEN2,,Landfill Gas,LFG,Landfill Gas,GT,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54788,DG Fairhaven Power LLC,10052,Fairhaven Power,GEN1,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OA,Out of service but expected to return to service in next calendar year,18.8,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52078,North Midway Cogen,GEN9,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,50751,Southeast Kern River Cogen,GTG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,24.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,50751,Southeast Kern River Cogen,GTG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,50751,Southeast Kern River Cogen,GTG3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52076,McKittrick Cogen,UNIT1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,6.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52076,McKittrick Cogen,UNIT2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,6.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52078,North Midway Cogen,GEN7,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52078,North Midway Cogen,GEN8,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,BAT1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,300.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,BAT2,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,100.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CT1A,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,233.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CT1B,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,233.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CT2A,CC2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,233.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CT2B,CC2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,233.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,ST1,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,233.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,ST2,CC2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,233.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54803,"Dynegy Oakland, LLC",6211,Dynegy Oakland Power Plant,GEN1,,Petroleum Liquids,JF,Jet Fuel,GT,CISO,California Independent System Operator,OP,Operating,74.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54803,"Dynegy Oakland, LLC",6211,Dynegy Oakland Power Plant,GEN3,,Petroleum Liquids,JF,Jet Fuel,GT,CISO,California Independent System Operator,OP,Operating,74.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54806,DTE Energy Services-Woodland,10836,Woodland Biomass Power Ltd,GEN1,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OP,Operating,28.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52081,Cymric 31X Cogen,TG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52081,Cymric 31X Cogen,TG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52082,Cymric 6Z Cogen,TG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52082,Cymric 6Z Cogen,TG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52083,Coalinga 6C Cogen,TG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52083,Coalinga 6C Cogen,TG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52085,Taft 26C Cogen,TG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52085,Taft 26C Cogen,TG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52085,Taft 26C Cogen,TG3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52085,Taft 26C Cogen,TG4,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52086,Coalinga 25D Cogen,TG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52086,Coalinga 25D Cogen,TG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52086,Coalinga 25D Cogen,TG3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52086,Coalinga 25D Cogen,TG4,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52104,Cymric 36W Cogen,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52104,Cymric 36W Cogen,GEN2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52104,Cymric 36W Cogen,GEN3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52104,Cymric 36W Cogen,GEN4,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52107,Kern River Eastridge Cogen,101A,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,24.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54713,Chevron USA Inc,52107,Kern River Eastridge Cogen,101B,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,24.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54722,Grizzly Mountain Ranch,54308,Three Forks Water Power Project,1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54814,AMERESCO Santa Cruz Energy LLC,56428,Ameresco Santa Cruz Energy,Unit1,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54814,AMERESCO Santa Cruz Energy LLC,56428,Ameresco Santa Cruz Energy,Unit2,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54814,AMERESCO Santa Cruz Energy LLC,56428,Ameresco Santa Cruz Energy,Unit3,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54736,"VESI Pomona Energy Storage, Inc.",50300,VESI Pomona,BESS1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,20.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54760,Hawthorne Power Systems,10720,Kyocera America Project,287,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,1.7,MW
2021-06,CA,California,industrial-chp,Industrial CHP,54760,Hawthorne Power Systems,10720,Kyocera America Project,333,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC2,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC3,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC4,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC5,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC6,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC7,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC8,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC9,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC1,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC10,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC11,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC12,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC13,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC12,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC1,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56184,Red Bluff,IC10,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,2.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC2,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC3,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC4,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC5,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC6,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC7,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC8,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC9,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55711,FPL Energy Operating Services Inc - SEGS,10443,SEGS VII,GEN1,,Solar Thermal without Energy Storage,SUN,Solar,ST,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,35.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC14,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,55784,California Power Holdings LLC,56185,Chowchilla II,IC15,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.1,MW
