DocumentType,BusinessType,ProcessType,TimeSeriesID,Quantity,CurveType,Resolution,SettlementDate,SettlementPeriod,PowerSystemResourceType,ActiveFlag,DocumentID,DocumentRevNum,datetime
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904461,57.0,Sequential fixed size block,PT30M,2022-01-01,15,Other,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904460,5275.872,Sequential fixed size block,PT30M,2022-01-01,15,Wind Onshore,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904459,6636.415,Sequential fixed size block,PT30M,2022-01-01,15,Wind Offshore,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904458,1.0,Sequential fixed size block,PT30M,2022-01-01,15,Solar,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904457,1595.0,Sequential fixed size block,PT30M,2022-01-01,14,Biomass,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904456,0.0,Sequential fixed size block,PT30M,2022-01-01,14,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904455,229.0,Sequential fixed size block,PT30M,2022-01-01,14,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904454,0.0,Sequential fixed size block,PT30M,2022-01-01,14,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904453,2570.0,Sequential fixed size block,PT30M,2022-01-01,14,Fossil Gas,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904452,0.0,Sequential fixed size block,PT30M,2022-01-01,14,Fossil Oil,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904451,6802.0,Sequential fixed size block,PT30M,2022-01-01,14,Nuclear,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904450,54.0,Sequential fixed size block,PT30M,2022-01-01,14,Other,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904449,5208.683,Sequential fixed size block,PT30M,2022-01-01,14,Wind Onshore,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904448,6431.812,Sequential fixed size block,PT30M,2022-01-01,14,Wind Offshore,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904447,0.0,Sequential fixed size block,PT30M,2022-01-01,14,Solar,Y,NGET-EMFIP-AGPT-06398872,1,2022-01-01 07:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904446,1628.0,Sequential fixed size block,PT30M,2022-01-01,13,Biomass,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904445,0.0,Sequential fixed size block,PT30M,2022-01-01,13,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904444,229.0,Sequential fixed size block,PT30M,2022-01-01,13,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904443,0.0,Sequential fixed size block,PT30M,2022-01-01,13,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904442,2831.0,Sequential fixed size block,PT30M,2022-01-01,13,Fossil Gas,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904441,0.0,Sequential fixed size block,PT30M,2022-01-01,13,Fossil Oil,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904440,6790.0,Sequential fixed size block,PT30M,2022-01-01,13,Nuclear,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904439,67.0,Sequential fixed size block,PT30M,2022-01-01,13,Other,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904438,4894.832,Sequential fixed size block,PT30M,2022-01-01,13,Wind Onshore,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904437,6435.507,Sequential fixed size block,PT30M,2022-01-01,13,Wind Offshore,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904436,0.0,Sequential fixed size block,PT30M,2022-01-01,13,Solar,Y,NGET-EMFIP-AGPT-06398871,1,2022-01-01 06:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904435,1561.0,Sequential fixed size block,PT30M,2022-01-01,12,Biomass,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904434,0.0,Sequential fixed size block,PT30M,2022-01-01,12,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904433,211.0,Sequential fixed size block,PT30M,2022-01-01,12,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904432,0.0,Sequential fixed size block,PT30M,2022-01-01,12,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904431,2511.0,Sequential fixed size block,PT30M,2022-01-01,12,Fossil Gas,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904430,0.0,Sequential fixed size block,PT30M,2022-01-01,12,Fossil Oil,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904429,6805.0,Sequential fixed size block,PT30M,2022-01-01,12,Nuclear,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904428,53.0,Sequential fixed size block,PT30M,2022-01-01,12,Other,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904427,5185.051,Sequential fixed size block,PT30M,2022-01-01,12,Wind Onshore,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904426,6316.16,Sequential fixed size block,PT30M,2022-01-01,12,Wind Offshore,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904425,0.0,Sequential fixed size block,PT30M,2022-01-01,12,Solar,Y,NGET-EMFIP-AGPT-06398870,1,2022-01-01 06:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904424,1555.0,Sequential fixed size block,PT30M,2022-01-01,11,Biomass,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904423,0.0,Sequential fixed size block,PT30M,2022-01-01,11,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904422,226.0,Sequential fixed size block,PT30M,2022-01-01,11,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904421,0.0,Sequential fixed size block,PT30M,2022-01-01,11,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904420,2714.0,Sequential fixed size block,PT30M,2022-01-01,11,Fossil Gas,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904419,0.0,Sequential fixed size block,PT30M,2022-01-01,11,Fossil Oil,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904418,6796.0,Sequential fixed size block,PT30M,2022-01-01,11,Nuclear,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904417,58.0,Sequential fixed size block,PT30M,2022-01-01,11,Other,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904416,5498.196,Sequential fixed size block,PT30M,2022-01-01,11,Wind Onshore,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904415,5975.852,Sequential fixed size block,PT30M,2022-01-01,11,Wind Offshore,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904414,0.0,Sequential fixed size block,PT30M,2022-01-01,11,Solar,Y,NGET-EMFIP-AGPT-06398869,1,2022-01-01 05:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904413,1527.0,Sequential fixed size block,PT30M,2022-01-01,10,Biomass,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904412,0.0,Sequential fixed size block,PT30M,2022-01-01,10,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904411,235.0,Sequential fixed size block,PT30M,2022-01-01,10,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904410,0.0,Sequential fixed size block,PT30M,2022-01-01,10,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904409,2775.0,Sequential fixed size block,PT30M,2022-01-01,10,Fossil Gas,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904408,0.0,Sequential fixed size block,PT30M,2022-01-01,10,Fossil Oil,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904407,6797.0,Sequential fixed size block,PT30M,2022-01-01,10,Nuclear,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904406,53.0,Sequential fixed size block,PT30M,2022-01-01,10,Other,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904405,5340.821,Sequential fixed size block,PT30M,2022-01-01,10,Wind Onshore,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904404,6054.106,Sequential fixed size block,PT30M,2022-01-01,10,Wind Offshore,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904403,0.0,Sequential fixed size block,PT30M,2022-01-01,10,Solar,Y,NGET-EMFIP-AGPT-06398868,1,2022-01-01 05:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904402,1538.0,Sequential fixed size block,PT30M,2022-01-01,9,Biomass,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904401,0.0,Sequential fixed size block,PT30M,2022-01-01,9,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904400,219.0,Sequential fixed size block,PT30M,2022-01-01,9,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904399,0.0,Sequential fixed size block,PT30M,2022-01-01,9,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904398,2848.0,Sequential fixed size block,PT30M,2022-01-01,9,Fossil Gas,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904397,0.0,Sequential fixed size block,PT30M,2022-01-01,9,Fossil Oil,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904396,6797.0,Sequential fixed size block,PT30M,2022-01-01,9,Nuclear,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904395,60.0,Sequential fixed size block,PT30M,2022-01-01,9,Other,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904394,5650.844,Sequential fixed size block,PT30M,2022-01-01,9,Wind Onshore,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904393,5805.17,Sequential fixed size block,PT30M,2022-01-01,9,Wind Offshore,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904392,0.0,Sequential fixed size block,PT30M,2022-01-01,9,Solar,Y,NGET-EMFIP-AGPT-06398867,1,2022-01-01 04:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904391,1530.0,Sequential fixed size block,PT30M,2022-01-01,8,Biomass,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904390,0.0,Sequential fixed size block,PT30M,2022-01-01,8,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904389,219.0,Sequential fixed size block,PT30M,2022-01-01,8,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904388,0.0,Sequential fixed size block,PT30M,2022-01-01,8,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904387,2939.0,Sequential fixed size block,PT30M,2022-01-01,8,Fossil Gas,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904386,0.0,Sequential fixed size block,PT30M,2022-01-01,8,Fossil Oil,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904385,6801.0,Sequential fixed size block,PT30M,2022-01-01,8,Nuclear,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904384,77.0,Sequential fixed size block,PT30M,2022-01-01,8,Other,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904383,5898.668,Sequential fixed size block,PT30M,2022-01-01,8,Wind Onshore,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904382,5712.259,Sequential fixed size block,PT30M,2022-01-01,8,Wind Offshore,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904381,0.0,Sequential fixed size block,PT30M,2022-01-01,8,Solar,Y,NGET-EMFIP-AGPT-06398866,1,2022-01-01 04:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904380,1550.0,Sequential fixed size block,PT30M,2022-01-01,7,Biomass,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904379,0.0,Sequential fixed size block,PT30M,2022-01-01,7,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904378,219.0,Sequential fixed size block,PT30M,2022-01-01,7,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904377,0.0,Sequential fixed size block,PT30M,2022-01-01,7,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904376,3172.0,Sequential fixed size block,PT30M,2022-01-01,7,Fossil Gas,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904375,0.0,Sequential fixed size block,PT30M,2022-01-01,7,Fossil Oil,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904374,6790.0,Sequential fixed size block,PT30M,2022-01-01,7,Nuclear,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904373,70.0,Sequential fixed size block,PT30M,2022-01-01,7,Other,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904372,6150.646,Sequential fixed size block,PT30M,2022-01-01,7,Wind Onshore,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904371,5352.68,Sequential fixed size block,PT30M,2022-01-01,7,Wind Offshore,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904370,0.0,Sequential fixed size block,PT30M,2022-01-01,7,Solar,Y,NGET-EMFIP-AGPT-06398865,1,2022-01-01 03:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904369,1547.0,Sequential fixed size block,PT30M,2022-01-01,6,Biomass,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904368,0.0,Sequential fixed size block,PT30M,2022-01-01,6,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904367,228.0,Sequential fixed size block,PT30M,2022-01-01,6,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904366,0.0,Sequential fixed size block,PT30M,2022-01-01,6,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904365,3313.0,Sequential fixed size block,PT30M,2022-01-01,6,Fossil Gas,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904364,0.0,Sequential fixed size block,PT30M,2022-01-01,6,Fossil Oil,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904363,6802.0,Sequential fixed size block,PT30M,2022-01-01,6,Nuclear,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904362,57.0,Sequential fixed size block,PT30M,2022-01-01,6,Other,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904361,5567.675,Sequential fixed size block,PT30M,2022-01-01,6,Wind Onshore,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904360,5240.552,Sequential fixed size block,PT30M,2022-01-01,6,Wind Offshore,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904359,0.0,Sequential fixed size block,PT30M,2022-01-01,6,Solar,Y,NGET-EMFIP-AGPT-06398864,1,2022-01-01 03:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904358,1603.0,Sequential fixed size block,PT30M,2022-01-01,5,Biomass,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904357,0.0,Sequential fixed size block,PT30M,2022-01-01,5,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904356,262.0,Sequential fixed size block,PT30M,2022-01-01,5,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904355,0.0,Sequential fixed size block,PT30M,2022-01-01,5,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904354,3307.0,Sequential fixed size block,PT30M,2022-01-01,5,Fossil Gas,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904353,0.0,Sequential fixed size block,PT30M,2022-01-01,5,Fossil Oil,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904352,6804.0,Sequential fixed size block,PT30M,2022-01-01,5,Nuclear,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904351,157.0,Sequential fixed size block,PT30M,2022-01-01,5,Other,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904350,5963.308,Sequential fixed size block,PT30M,2022-01-01,5,Wind Onshore,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904349,5026.763,Sequential fixed size block,PT30M,2022-01-01,5,Wind Offshore,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904348,0.0,Sequential fixed size block,PT30M,2022-01-01,5,Solar,Y,NGET-EMFIP-AGPT-06398863,1,2022-01-01 02:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904347,1525.0,Sequential fixed size block,PT30M,2022-01-01,4,Biomass,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904346,0.0,Sequential fixed size block,PT30M,2022-01-01,4,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904345,262.0,Sequential fixed size block,PT30M,2022-01-01,4,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904344,0.0,Sequential fixed size block,PT30M,2022-01-01,4,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904343,2793.0,Sequential fixed size block,PT30M,2022-01-01,4,Fossil Gas,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904342,0.0,Sequential fixed size block,PT30M,2022-01-01,4,Fossil Oil,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
